Date,CVol,Return,Spread,Diff,5days mean,10days mean,5days std
10/08/19,1631959.134,-1.67,0.012545474,-0.007292923,-0.207322184,-0.208203217,1.441532108
10/07/19,1550616.721,-0.33,0.008953164,-0.0032655,-0.100865007,-0.188133126,1.321583893
10/04/19,1511360.408,1.40,0.010927189,0.004594873,0.11514216,-0.161757258,1.362805409
10/03/19,1847164.743,1.12,0.021882648,0.000228038,-0.391566544,-0.381438012,1.230216194
10/02/19,2096931.986,-1.56,0.013839255,-0.007276759,-0.73080374,-0.486501874,0.899335209
10/01/19,1888974.278,-1.13,0.019751325,0.003436403,-0.20908425,-0.340957371,1.042685933
09/30/19,1577531.692,0.75,0.007818022,0.003081398,-0.275401245,-0.187803957,1.123568159
09/27/19,1722925.048,-1.13,0.020347934,0.002048172,-0.438656676,-0.291347169,0.988088165
09/26/19,1600080.341,-0.58,0.010097924,-0.000899504,-0.371309479,-0.199655546,0.939145133
09/25/19,1697680.193,1.05,0.019737332,-0.000371521,-0.242200008,-0.111468822,0.947883751
09/24/19,1924145.228,-1.46,0.023666354,0.004286374,-0.472830491,-0.11045726,0.648579339
09/23/19,1521754.11,-0.06,0.006222156,-0.001377788,-0.100206669,0.031969066,0.436778276
09/20/19,3084799.753,-0.80,0.014371111,0.000244873,-0.144037662,0.019092685,0.443211897
09/19/19,1591110.907,0.07,0.007711955,0.001980877,-0.028001613,0.081832191,0.272737781
09/18/19,1782194.713,-0.11,0.011453041,-0.001392027,0.019262364,0.250564267,0.311116369
09/17/19,1628689.061,0.40,0.005914232,-0.000600213,0.251915971,0.391553462,0.543091994
09/16/19,1607683.151,-0.28,0.005405503,-0.006735461,0.164144801,0.240304934,0.548956449
09/13/19,1702438.299,-0.22,0.005470413,-0.000475611,0.182223032,0.255457439,0.531753479
09/12/19,1951169.717,0.30,0.008184425,0.004517516,0.191665994,0.425417361,0.523250346
09/11/19,2073101.076,1.06,0.010786838,0.000931057,0.481866169,0.433321226,0.880882812
09/10/19,2104588.486,-0.04,0.010495469,-0.004631427,0.531190952,0.293420263,0.926904738
09/09/19,1945780.09,-0.19,0.009806815,0.003435201,0.316465067,0.429022396,1.181789107
09/06/19,1647063.968,-0.17,0.004426345,0.001078228,0.328691846,0.148468687,1.175500288
09/05/19,1849751.692,1.75,0.009009061,0.010581885,0.659168728,0.129480075,1.23138768
09/04/19,1671100.888,1.30,0.006577133,0.009607065,0.384776283,0.044176251,1.068384002
09/03/19,1641892.635,-1.11,0.011817263,-0.007088505,0.055649574,-0.154068377,0.962431111
08/30/19,1414731.927,-0.13,0.012955611,0.005237648,0.541579726,0.092634838,0.828091329
08/29/19,1442778.335,1.48,0.008335346,0.011315215,-0.031754472,0.272399418,1.815085187
08/28/19,1418708.185,0.38,0.012753533,-0.003653696,-0.400208579,0.114687412,1.605643856
08/27/19,1640082.628,-0.34,0.015542205,0.00700924,-0.29642378,-0.225966082,1.683752629
08/26/19,1444267.014,1.32,0.008530463,0.010037759,-0.363786328,0.002649824,1.692700517
08/23/19,1813640.096,-3.00,0.035420833,-0.005973608,-0.356310049,-0.249168905,1.702028313
08/22/19,1489086.485,-0.36,0.013947138,0.002316792,0.576553308,-0.048850905,1.042130566
08/21/19,1508743.189,0.90,0.004794015,0.008619507,0.629583404,0.211340719,0.987937968
08/20/19,1541389.438,-0.68,0.007861046,-0.001680698,-0.155508385,0.158939228,1.877334348
08/19/19,1690876.894,1.35,0.006546574,0.013955202,0.369085976,0.365514934,2.053108883
08/16/19,1740983.667,1.67,0.010025844,0.007948871,-0.142027761,-0.117132344,2.065052957
08/15/19,1835210.97,-0.09,0.011508099,0.002091986,-0.674255119,-0.415689125,1.809787073
08/14/19,2078596.771,-3.02,0.017675724,-0.017343691,-0.206901966,-0.484918956,2.246145233
08/13/19,1949660.33,1.95,0.026652498,-0.001404375,0.473386842,-0.301196176,1.602471453
08/12/19,1738098.071,-1.20,0.011597384,-0.006489609,0.361943893,-0.519473927,1.489964211
08/09/19,1949593.491,-1.00,0.013846597,-0.005220204,-0.092236928,-0.443474647,2.242326693
08/08/19,2147745.63,2.24,0.018032863,0.007473548,-0.157123132,-0.232671157,2.27938066
08/07/19,2056037.011,0.38,0.022759884,-0.010977671,-0.762935947,-0.556622202,1.842876336
08/06/19,1861915.647,1.39,0.013460288,0.010156366,-1.075779193,-0.509408175,1.730231539
08/05/19,2174878.261,-3.47,0.022462091,-0.022581041,-1.400891748,-0.590580475,1.232803203
08/02/19,1879755.892,-1.32,0.014383302,-0.006743817,-0.794712365,-0.172450409,0.464657824
08/01/19,2338580.74,-0.79,0.028420609,0.001852112,-0.308219183,-0.114498525,0.872181478
07/31/19,2225606.44,-1.19,0.023216913,0.002076739,-0.350308456,-0.008927229,0.905473639
07/30/19,1610996.615,-0.24,0.008151456,-0.007422898,0.056962844,0.064041025,0.893024445
07/29/19,1643493.737,-0.44,0.009393816,-0.000614044,0.219730799,0.044960268,0.900026944
07/26/19,1642995.164,1.11,0.005824582,0.006768593,0.449811548,0.106267527,0.832868593
07/25/19,1752037.926,-1.00,0.007592485,-0.003222515,0.079222132,0.05368527,0.87532953
07/24/19,1693165.039,0.85,0.011452863,-0.002913713,0.332453997,0.145468329,0.63682338
07/23/19,1580588.866,0.58,0.007020988,0.004676014,0.071119206,0.135197869,0.639693749
07/22/19,1584689.264,0.71,0.005714556,0.003130187,-0.129810262,0.131110143,0.597826256
07/19/19,1655865.219,-0.74,0.012416637,0.004154667,-0.237276494,-0.017344593,0.436056518
07/18/19,1741421.7,0.27,0.009803658,-0.004085739,0.028148409,0.046349383,0.456778406
07/17/19,1602239.818,-0.46,0.005621362,0.000145712,-0.041517339,0.09482167,0.436949981
07/16/19,1585515.931,-0.43,0.006751839,-0.000790272,0.199276533,0.162697323,0.480233322
07/15/19,1517810.987,0.17,0.003452453,0.002309501,0.392030549,0.3116152,0.337441127
07/12/19,1560751.829,0.59,0.005354589,0.001605749,0.202587307,0.342885155,0.631122949
07/11/19,1596615.737,-0.08,0.006656261,0.002042257,0.064550358,0.357253288,0.600808401
07/10/19,1751959.286,0.75,0.008294391,0.005093142,0.231160679,0.397193048,0.663273805
07/09/19,1590818.728,0.54,0.010521599,-0.004564963,0.126118114,0.171394978,0.599740637
07/08/19,1553355.892,-0.78,0.004262456,-0.005989104,0.231199851,0.085485366,0.722758028
07/05/19,1306491.127,-0.10,0.009595076,-0.005746846,0.483183003,0.138790192,0.452543855
07/03/19,1168728.101,0.75,0.005862013,0.002525396,0.649956218,0.229269317,0.315176619
07/02/19,1651175.823,0.22,0.005704954,-0.000557458,0.563225417,0.195916554,0.338228026
07/01/19,1913324.568,1.06,0.011266119,0.017437523,0.216671842,0.312518247,1.005423137
06/28/19,3760487.114,0.48,0.006081129,0.002636193,-0.06022912,0.268486243,0.899998755
06/27/19,1815608.96,0.73,0.005158916,0.003715403,-0.20560262,0.168544544,0.847485514
06/26/19,1838475.271,0.32,0.009003193,0.006240983,-0.191417585,0.152478228,0.867431014
06/25/19,1798343.298,-1.51,0.01625385,-5.3749E-05,-0.171392308,0.082294117,0.883209928
06/24/19,1776995.373,-0.32,0.005362432,0.001104491,0.408364652,0.232640292,0.720268622
06/21/19,2468075.363,-0.24,0.007697118,-0.002813001,0.597201606,0.369735529,0.592798863
06/20/19,1763485.218,0.80,0.011427662,0.012535224,0.542691707,0.560291231,0.693456228
06/19/19,1698847.702,0.42,0.008539907,0.002058492,0.496374042,0.533047409,0.679441871
06/18/19,1870907.05,1.39,0.011760168,0.009681388,0.335980543,0.555250712,0.787861597
06/17/19,1592397.23,0.62,0.006803166,0.002920872,0.056915932,0.681179639,0.525762679
06/14/19,1473664.814,-0.52,0.005269693,-0.00382079,0.142269453,0.457966733,0.658085695
06/13/19,1501046.83,0.57,0.004435425,0.003829026,0.577890754,0.358216549,0.815216752
06/12/19,1536005.439,-0.38,0.005798618,-0.002484591,0.569720776,0.328265152,0.815521518
06/11/19,1700905.117,-0.01,0.014236122,0.009954163,0.774520881,0.287494036,0.622690772
06/10/19,1737565.138,1.05,0.012741512,0.007332474,1.305443345,0.249430474,0.871136964
06/07/19,1744542.252,1.66,0.015384712,0.004912942,0.773664013,0.156157752,1.586278042
06/06/19,1790000.999,0.53,0.011541381,0.000893235,0.138542344,-0.168135835,1.767241044
06/05/19,1804553.769,0.64,0.012052709,0.007780172,0.086809528,-0.265842707,1.756706411
06/04/19,1937044.466,2.65,0.019194601,0.011034505,-0.199532808,-0.221876588,1.760174066
06/03/19,2049357.573,-1.61,0.022561104,-0.001601102,-0.806582397,-0.632300406,0.787996108
05/31/19,1812256.474,-1.51,0.007866743,-0.012786972,-0.461348509,-0.574641247,0.7224287
05/30/19,1569706.824,0.27,0.009018044,0.002404771,-0.474814014,-0.326221138,0.747156468
05/29/19,1922677.008,-0.79,0.010224571,-0.00714161,-0.618494942,-0.239931514,0.627524457
05/28/19,2125100.834,-0.39,0.011828034,0.002442634,-0.244220369,-0.046621688,0.966652868
05/24/19,1433917.095,0.11,0.008235031,0.006198407,-0.458018415,-0.3487228,1.113552461
05/23/19,1837008.466,-1.58,0.010465264,-0.011627836,-0.687933985,-0.352128937,1.084112514
05/22/19,1578455.782,-0.45,0.006190295,-0.004613465,-0.177628263,-0.235212907,1.156599759
05/21/19,1738914.596,1.08,0.006616212,0.008204187,0.138631914,-0.216072848,1.274378169
05/20/19,1828978.663,-1.46,0.008948149,-0.01307842,0.150976993,-0.520674682,1.286048323
05/17/19,1848250.33,-1.04,0.013863236,-0.008738048,-0.239427185,-0.424802581,1.99642826
05/16/19,1872112.941,0.97,0.015137163,0.00133347,-0.016323889,-0.162980382,1.946984944
05/15/19,1715777.738,1.13,0.020003842,-0.006683682,-0.292797551,-0.275995938,1.868422257
05/14/19,1769276.515,1.14,0.014338624,0.005575526,-0.570777609,-0.445837323,1.698915319
05/13/19,2048661.775,-3.41,0.017471503,-0.024866477,-1.192326357,-0.626484428,1.467523087
05/10/19,2007231.459,0.08,0.02399917,-0.003700509,-0.610177976,-0.266579082,0.788358209
05/09/19,2111548.521,-0.41,0.016890908,-0.011343784,-0.309636875,-0.240476386,1.26171933
05/08/19,1865506.136,-0.26,0.01021437,-0.002199576,-0.259194325,-0.19399236,1.261641926
05/07/19,1965730.697,-1.96,0.021591069,-0.009819677,-0.320897036,-0.191489577,1.269007233
05/06/19,1663038.395,-0.50,0.018919799,-0.022310867,-0.060642499,0.136594231,0.93810698
05/03/19,1789383.88,1.58,0.009789079,0.006981753,0.077019813,0.207966975,0.907782555
05/02/19,1885184.692,-0.16,0.014595038,-0.000393215,-0.171315897,0.05214263,0.444341316
05/01/19,1931261.605,-0.57,0.012145388,0.004637331,-0.128790394,0.062946496,0.455740521
04/30/19,1826921.941,-0.66,0.009147675,-0.0054582,-0.062082117,0.149817218,0.396459519
04/29/19,1547904.399,0.19,0.004868094,0.001682698,0.33383096,0.205870266,0.58864909
04/26/19,1682751.483,0.34,0.010514805,-0.000741523,0.338914137,0.233210919,0.587201259
04/25/19,1730370.122,0.05,0.009428481,0.006027808,0.275601158,0.177876414,0.603708567
04/24/19,1734397.259,-0.23,0.004671431,0.000253202,0.254683386,0.242095284,0.615064758
04/23/19,1793401.905,1.32,0.012937361,0.001432189,0.361716553,0.20917352,0.552689905
04/22/19,1511657.529,0.22,0.006394049,-0.003586951,0.077909572,0.096616056,0.174502359
04/18/19,1788270.93,0.02,0.006419056,0.000295942,0.127507701,0.134543348,0.244466153
04/17/19,1945316.426,-0.05,0.009881342,0.005592806,0.080151669,0.127292982,0.288338697
04/16/19,1722277.535,0.30,0.004843614,0.003078579,0.229507181,0.192183893,0.381310935
04/15/19,1493827.742,-0.10,0.007492717,0.000375279,0.056630486,0.187090761,0.512658605
04/12/19,1552088.785,0.46,0.004943912,0.004629325,0.11532254,0.32614605,0.506707708
04/11/19,1628118.954,-0.21,0.005257721,0.001375309,0.141578995,0.358273024,0.532004273
04/10/19,1654628.932,0.69,0.006080427,0.001700594,0.174434295,0.413213437,0.509296687
04/09/19,1638294.982,-0.56,0.006061995,-0.00366006,0.154860605,0.281122202,0.485620562
04/08/19,1531429.662,0.19,0.00805267,-0.001738933,0.317551036,0.407881994,0.277644396
04/05/19,1654861.706,0.59,0.003944227,0.002880072,0.536969559,0.382038871,0.498587684
04/04/19,1748291.717,-0.05,0.009209958,-0.000163957,0.574967053,0.072193921,0.511138975
04/03/19,2084968.798,0.60,0.008531892,0.005413538,0.65199258,0.21927694,0.413544486
04/02/19,1807803.578,0.25,0.005559782,-0.000549333,0.407383799,0.166070304,0.709760972
04/01/19,1867849.671,1.29,0.006943368,0.009174843,0.498212952,0.153079008,0.714053735
03/29/19,1917578.41,0.78,0.005836606,0.007503594,0.227108183,0.057985535,0.584606132
03/28/19,1571824.87,0.34,0.009041401,0.002183849,-0.430579212,0.055053095,1.260261817
03/27/19,1857155.435,-0.63,0.01710736,0.001368334,-0.2134387,0.004965745,1.496966192
03/26/19,1729973.649,0.71,0.011566111,0.008178261,-0.07524319,0.136555915,1.481174634
03/25/19,1744700.558,-0.07,0.010878632,-0.003098903,-0.192054936,0.109496018,1.426088041
03/22/19,2021991.904,-2.50,0.022931001,-0.004937556,-0.111137114,0.318577402,1.446288352
03/21/19,2097612.786,1.42,0.018456404,-0.003045845,0.540685402,0.551032141,0.562767121
03/20/19,2010127.648,0.07,0.013611002,-0.000257882,0.223370191,0.296203435,0.346614224
03/19/19,1954548.157,0.12,0.008899467,0.004267958,0.34835502,0.196726033,0.385707238
03/18/19,1888172.223,0.34,0.007767473,0.001021726,0.411046972,0.182861244,0.364772815
03/15/19,3036587.145,0.76,0.008184402,0.003603342,0.748291918,0.125691915,0.799837771
03/14/19,1835387.747,-0.16,0.003417941,0.000180647,0.561378879,0.133587356,0.900702376
03/13/19,1968788.6,0.69,0.007537609,0.003997598,0.369036679,0.120843125,1.159651733
03/12/19,1789301.082,0.44,0.006675246,0.001824455,0.045097046,0.058750761,1.268695094
03/11/19,1815322.411,2.02,0.015325618,0.004646293,-0.045324484,0.008298815,1.249823841
03/08/19,1812515.36,-0.18,0.010610218,-0.011737877,-0.496908089,-0.158320148,0.49578362
03/07/19,1961374.67,-1.13,0.012381788,-0.002947774,-0.294204167,-0.049430706,0.782360499
03/06/19,1871278.632,-0.93,0.010544344,-0.000129749,-0.127350428,0.023882454,0.636127285
03/05/19,1756353.108,-0.02,0.007275392,0.000623517,0.072404476,0.119933536,0.451064932
03/04/19,2002036.761,-0.23,0.018751797,0.005432879,0.061922114,0.140737368,0.454228527
03/01/19,2022143.931,0.83,0.008200408,0.007290817,0.180267793,0.225357644,0.434452207
02/28/19,2082349.983,-0.29,0.006029049,-0.002805614,0.195342755,0.150820652,0.463165893
02/27/19,1856986.519,0.07,0.010179086,-0.003030906,0.175115336,0.187679651,0.491078233
02/26/19,1877857.114,-0.07,0.006478748,-0.002537335,0.167462596,0.326802395,0.49343731
02/25/19,2020998.407,0.36,0.006761833,0.007672501,0.219552622,0.346935512,0.475753183
02/22/19,2068923.838,0.91,0.006447653,0.002939145,0.270447495,0.324689505,0.506805563
02/21/19,1683293.093,-0.39,0.007354578,-0.001823729,0.106298548,0.11588551,0.359689004
02/20/19,1798317.496,0.03,0.007804041,0.000473223,0.200243966,0.118880824,0.237613239
02/19/19,1773020.814,0.19,0.00768289,-0.002898678,0.486142193,0.190045039,0.586524703
02/15/19,1906158.987,0.61,0.004953556,0.005603268,0.474318402,0.286017053,0.594475722
02/14/19,1745113.102,0.09,0.010598557,-0.004060001,0.378931514,0.200274,0.605024412
02/13/19,1724803.342,0.08,0.006444955,0.003080324,0.125472473,0.328757906,0.933385097
02/12/19,1763150.102,1.46,0.009390234,0.00697152,0.037517682,0.541227729,0.959373972
02/11/19,1587261.495,0.13,0.007325219,0.003997407,-0.106052115,0.314202005,0.716104683
02/08/19,1691245.124,0.14,0.010181143,-0.007691006,0.097715703,0.190390942,0.917709546
02/07/19,1865776.29,-1.18,0.013953086,-0.007970174,0.021616487,0.306100645,0.929534546
02/06/19,1800423.882,-0.36,0.008684415,-0.000221867,0.53204334,0.491851271,0.796918143
02/05/19,1848448.146,0.74,0.007203512,0.001198224,1.044937776,0.535769299,0.896592509
02/04/19,1662427.661,1.15,0.01186248,0.00033166,0.734456124,0.270293817,1.233167341
02/01/19,1953497.672,-0.25,0.007781942,-0.003483531,0.283066181,0.257819571,1.438213788
01/31/19,2304010.071,1.37,0.013345167,0.003493427,0.590584804,0.353108958,1.461169202
01/30/19,2055737.499,2.20,0.018897605,0.009461849,0.451659202,0.231221432,1.399860241
01/29/19,1614683.975,-0.81,0.011499809,0.000255184,0.026600823,0.181735041,1.00129648
01/28/19,1842687.627,-1.11,0.007344809,-0.012541125,-0.19386849,0.168694514,1.306423949
01/25/19,1980679.59,1.29,0.008857251,0.00773644,0.232572961,0.258318431,1.282391321
01/24/19,1857934.924,0.68,0.006929563,0.002346299,0.115633112,0.170770639,1.184534596
01/23/19,1708815.891,0.08,0.018734181,0.005881297,0.010783663,0.189993615,1.144752315
01/22/19,1886515.664,-1.91,0.018567576,-0.006658391,0.33686926,0.290042711,1.37701206
01/18/19,1937891.492,1.03,0.012401729,0.007005714,0.531257518,0.606838381,0.996012265
01/17/19,1662905.554,0.71,0.015573233,-0.003491859,0.2840639,0.930140941,0.995561469
01/16/19,1651928.312,0.15,0.007321428,0.001412276,0.225908165,0.555707182,0.972877534
01/15/19,1654064.557,1.71,0.013913625,0.0036891,0.369203567,0.586455939,1.01173749
01/14/19,1601963.525,-0.94,0.007057428,-0.009100788,0.243216162,0.492788252,0.825501846
01/11/19,1624163.862,-0.21,0.006031721,-0.005525965,0.682419244,0.594474592,0.588487924
01/10/19,1762309.023,0.42,0.016359561,-0.006960895,1.576217982,0.653712564,1.53268219
01/09/19,1986084.936,0.87,0.012313218,0.003778251,0.8855062,1.195668246,2.595521503
01/08/19,1949367.763,1.08,0.016488187,0.010253916,0.803708311,0.887377414,2.602525179
01/07/19,2011605.201,1.26,0.016736791,0.002771638,0.742360342,0.480294661,2.598067159
01/04/19,1946006.77,4.26,0.030634571,0.016034631,0.506529941,0.191372631,2.593344675
01/03/19,1910807.025,-3.04,0.022136909,-0.012175951,-0.268792854,-0.451453194,1.566986881
01/02/19,1690407.628,0.46,0.028027263,-0.019346807,1.505830292,-0.103084316,2.433366471
12/31/18,1577119.991,0.77,0.013548492,0.009870584,0.971046516,-0.37637999,2.957479381
12/28/18,1635579.764,0.08,0.023534131,0.005668408,0.21822898,-0.679292877,3.457914208
12/27/18,1833327.182,0.38,0.037394834,-0.01482422,-0.123784678,-0.726352945,3.558547652
12/26/18,1928995.002,5.84,0.052055616,0.01048625,-0.634113535,-0.670161448,3.64941398
12/24/18,1207804.681,-2.21,0.026645914,-0.008606472,-1.711998924,-1.237677432,1.300603067
12/21/18,3752622.707,-2.99,0.044538013,0.006904941,-1.723806496,-0.942930751,1.306529751
12/20/18,2507884.884,-1.63,0.033438021,-0.004379655,-1.576814735,-0.94827749,1.161273408
12/19/18,2264984.402,-2.17,0.042543673,-0.000932262,-1.328921212,-0.743240732,1.273031886
12/18/18,2021730.192,0.45,0.016738868,0.008303916,-0.706209362,-0.906842239,1.500996103
12/17/18,2069015.357,-2.27,0.032841247,-0.003502821,-0.763355939,-0.80013892,1.450718783
12/14/18,1703690.682,-2.26,0.018548143,-0.011874977,-0.162055005,-0.49405629,1.283052711
12/13/18,1701814.363,-0.39,0.016947007,0.005208147,-0.319740245,-0.293611503,1.611494336
12/12/18,1857741.031,0.95,0.014190698,0.013533983,-0.157560252,0.040736695,1.642637184
12/11/18,1790394.489,0.16,0.02087934,0.014405583,-1.107475115,-0.052609685,2.142567391
12/10/18,1834152.39,0.74,0.024021154,-0.001380652,-0.8369219,0.137171934,2.411356888
12/07/18,1964081.427,-3.05,0.037320217,-0.003445416,-0.826057576,0.015894414,2.420319009
12/06/18,2199869.917,0.42,0.02854377,-0.019748854,-0.267482761,0.412374484,2.077727533
12/04/18,2090521.885,-3.80,0.037857486,-0.004510642,0.239033642,0.200457744,2.542869574
12/03/18,2100325.052,1.51,0.012670678,0.021225254,1.002255744,0.278169337,1.290002866
11/30/18,2133362.731,0.79,0.010519967,0.000854883,1.111265768,0.111408564,1.364900594
11/29/18,1573119.087,-0.25,0.014061438,-0.003321511,0.857846403,0.204263416,1.545194464
11/28/18,1888926.178,2.95,0.02766666,0.007395673,1.092231729,0.140100523,1.418060219
11/27/18,1631191.16,0.01,0.012817429,-0.005736727,0.161881845,-0.154824395,1.421007861
11/26/18,1589049.183,2.06,0.011411279,0.012611953,-0.445917071,-0.434184353,2.023404632
11/23/18,752172.6396,-0.48,0.009904476,-0.007563602,-0.88844864,-0.804709786,1.517284696
11/21/18,1506908.169,0.92,0.011231523,0.011099131,-0.449319572,-0.809657716,1.92817721
11/20/18,2111917.633,-1.70,0.023736604,-0.022913212,-0.812030684,-0.637378337,1.770802076
11/19/18,1853570.704,-3.03,0.030265874,-0.004226284,-0.471530635,-0.402851827,1.719738598
11/16/18,1984840.861,-0.15,0.01423259,-0.009013288,-0.422451635,-0.138402126,1.629721045
11/15/18,1950396.028,1.72,0.02781404,-0.003301182,-0.720970932,-0.226690748,1.703235652
11/14/18,1922129.011,-0.90,0.025839106,0.008959345,-1.169995861,-0.223124906,1.081973028
11/13/18,1793339.46,0.00,0.018922423,0.004140777,-0.46272599,0.067842531,2.03892426
11/12/18,1824152.351,-2.78,0.024623834,-0.005785834,-0.334173019,0.225781893,2.094893926
11/09/18,1905945.081,-1.65,0.01685671,-0.008282283,0.145647382,0.340813356,1.613647441
11/08/18,1977445.73,-0.53,0.008925777,-0.003511282,0.267589435,0.298946043,1.460108047
11/07/18,2161928.512,2.64,0.018103217,0.00950731,0.723746049,0.646941538,1.505523061
11/06/18,1858583.722,0.64,0.010812688,-0.000379591,0.598411053,-0.059681122,1.320771434
11/05/18,1771298.553,-0.38,0.012736922,-0.001754821,0.785736805,-0.165593994,1.393091121
11/02/18,2298257.305,-1.04,0.022814073,-0.001350502,0.53597933,-0.101024523,1.726864152
11/01/18,2185021.526,1.75,0.020094412,0.003000952,0.330302651,-0.045608438,2.000547154
10/31/18,2323529.901,2.01,0.013395065,0.016053877,0.570137026,-0.427187473,2.267932545
10/30/18,2114149.057,1.58,0.023089512,-0.004598951,-0.717773296,-0.632251894,2.96437852
10/29/18,2116543.68,-1.63,0.052875115,0.014679145,-1.116924793,-0.50120323,2.700328026
10/26/18,2282504.99,-2.06,0.031577688,-0.026393148,-0.738028376,-0.426308083,2.742685415
10/25/18,2164288.729,2.95,0.025454557,0.012533049,-0.421519527,0.009189198,2.64068526
10/24/18,2248783.809,-4.43,0.047365786,-0.001926399,-1.424511971,-0.411432197,1.881702653
10/23/18,2006368.743,-0.42,0.028563885,-0.018756192,-0.546730493,-0.377225827,0.89893934
10/22/18,1767219.446,0.26,0.012826584,0.005062759,0.114518333,-0.332926068,1.791645413
10/19/18,1982532.981,-0.48,0.020753048,0.006014092,-0.114587789,-0.426647036,1.840463537
10/18/18,1865503.011,-2.06,0.021962719,-0.003432131,0.439897924,-0.493971573,2.101103829
10/17/18,1669018.758,-0.04,0.014052882,0.003108698,0.601647576,-0.469208445,1.879866973
10/16/18,1812261.39,2.89,0.021541067,0.009560198,-0.20772116,-0.433639086,2.846125003
10/15/18,1587799.723,-0.88,0.013573339,-0.003143596,-0.78037047,-0.769610219,2.303333393
10/12/18,2003161.537,2.29,0.019790462,0.024392683,-0.738706283,-0.692621344,2.302911113
10/11/18,2320772.768,-1.25,0.029904515,-0.004578638,-1.427841071,-0.916166345,1.568441663
10/10/18,2363446.868,-4.08,0.037811656,-0.005678293,-1.540064466,-0.726298462,1.572861312
10/09/18,1891573.14,0.03,0.010442083,-0.000961981,-0.659557011,-0.339330487,0.867197015
